antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.051771117166212535,0.05267938237965486,0.04087193460490463,0.7894736842105263,14.98638838475499,1.0,0.03814466412748381,4.499772933696639,0.9842273307790549,0.6428571428571429,0.7777665640611596,0.7826678765880217,ROSES REGENCY TEACUP AND SAUCE..,GREEN REGENCY TEACUP AND SAUCE..
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.05267938237965486,0.051771117166212535,0.04087193460490463,0.7758620689655172,14.98638838475499,1.0,0.03814466412748381,4.23055963110459,0.9851709811441355,0.6428571428571429,0.7636246531906461,0.7826678765880217,GREEN REGENCY TEACUP AND SAUCE..,ROSES REGENCY TEACUP AND SAUCE..
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT'}),0.03451407811080836,0.061762034514078114,0.02452316076294278,0.7105263157894737,11.504256965944272,1.0,0.022391501079441448,3.2411856989513663,0.9457161771366851,0.34177215189873417,0.6914709328985581,0.5537925696594427,BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT
frozenset({'BAKING SET 9 PIECE RETROSPOT'}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.061762034514078114,0.03451407811080836,0.02452316076294278,0.39705882352941174,11.50425696594427,1.0,0.022391501079441448,1.6012937241089031,0.9731813129683411,0.34177215189873417,0.3755049526866249,0.5537925696594427,BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN
frozenset({'PAINTED METAL PEARS ASSORTED'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.03360581289736603,0.07811080835603997,0.02633969118982743,0.7837837837837839,10.034255185417978,1.0,0.023714713978952334,4.263737511353317,0.9316502463054186,0.30851063829787234,0.7654639861536414,0.5604965430546827,PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'PAINTED METAL PEARS ASSORTED'}),0.07811080835603997,0.03360581289736603,0.02633969118982743,0.3372093023255814,10.034255185417976,1.0,0.023714713978952334,1.4580684226460792,0.9766264650925768,0.30851063829787234,0.31416112956810627,0.5604965430546827,ASSORTED COLOUR BIRD ORNAMENT,PAINTED METAL PEARS ASSORTED
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.05812897366030881,0.05267938237965486,0.02633969118982743,0.453125,8.6015625,1.0,0.023277492759039137,1.7322434150772026,0.9382835101253616,0.3118279569892473,0.42271392617449666,0.4765625,HEART OF WICKER SMALL,HEART OF WICKER LARGE
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.05267938237965486,0.05812897366030881,0.02633969118982743,0.5,8.6015625,1.0,0.023277492759039137,1.8837420526793824,0.9328859060402686,0.3118279569892473,0.46914175506268085,0.4765625,HEART OF WICKER LARGE,HEART OF WICKER SMALL
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.043596730245231606,0.05812897366030881,0.02089009990917348,0.4791666666666667,8.2431640625,1.0,0.018355866725072823,1.8083923705722074,0.9187414839588753,0.25842696629213485,0.4470226615236258,0.41927083333333337,PACK OF 60 PINK PAISLEY CAKE C..,PACK OF 72 RETROSPOT CAKE CASE..
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.05812897366030881,0.043596730245231606,0.02089009990917348,0.359375,8.2431640625,1.0,0.018355866725072823,1.492922177178175,0.9329168588319148,0.25842696629213485,0.3301727207977208,0.41927083333333337,PACK OF 72 RETROSPOT CAKE CASE..,PACK OF 60 PINK PAISLEY CAKE C..
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.051771117166212535,0.05812897366030881,0.02452316076294278,0.4736842105263158,8.148848684210527,1.0,0.021513758856823252,1.7895549500454133,0.9251809280544913,0.2872340425531915,0.4412018474344009,0.44777960526315796,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASE..
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.05812897366030881,0.051771117166212535,0.02452316076294278,0.42187500000000006,8.148848684210527,1.0,0.021513758856823252,1.6401796892260108,0.931426122361513,0.2872340425531915,0.39031070402298856,0.44777960526315796,PACK OF 72 RETROSPOT CAKE CASE..,60 TEATIME FAIRY CAKE CASES
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'}),frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),0.06630336058128973,0.05449591280653951,0.02452316076294278,0.36986301369863017,6.786986301369864,1.0,0.020909898605924265,1.5004738775026656,0.9132079550367488,0.2547169811320755,0.3335438790414907,0.4099315068493151,SET OF 3 CAKE TINS PANTRY DESI..,SET OF 6 SPICE TINS PANTRY DES..
frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'}),0.05449591280653951,0.06630336058128973,0.02452316076294278,0.45,6.786986301369864,1.0,0.020909898605924265,1.6976302534885641,0.9018038211121784,0.2547169811320755,0.410943579766537,0.4099315068493151,SET OF 6 SPICE TINS PANTRY DES..,SET OF 3 CAKE TINS PANTRY DESI..
frozenset({'CANDLEHOLDER PINK HANGING HEART'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03451407811080836,0.1271571298819255,0.02633969118982743,0.763157894736842,6.0016917293233085,1.0,0.02195098007673645,3.685336562720758,0.8631718947675737,0.19463087248322147,0.7286543622323237,0.4851503759398496,CANDLEHOLDER PINK HANGING HEAR..,WHITE HANGING HEART T-LIGHT HO..
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'CANDLEHOLDER PINK HANGING HEART'}),0.1271571298819255,0.03451407811080836,0.02633969118982743,0.20714285714285716,6.0016917293233085,1.0,0.02195098007673645,1.2177299915719535,0.9547884746492518,0.19463087248322147,0.17879989248756886,0.4851503759398496,WHITE HANGING HEART T-LIGHT HO..,CANDLEHOLDER PINK HANGING HEAR..
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),0.06993642143505904,0.05449591280653951,0.022706630336058128,0.3246753246753246,5.957792207792207,1.0,0.01889538121153175,1.400073359882624,0.8947265625,0.2232142857142857,0.28575171226468055,0.3706709956709956,JAM MAKING SET WITH JARS,SET OF 6 SPICE TINS PANTRY DES..
frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'JAM MAKING SET WITH JARS'}),0.05449591280653951,0.06993642143505904,0.022706630336058128,0.41666666666666663,5.957792207792207,1.0,0.01889538121153175,1.5943947061113273,0.8801152737752161,0.2232142857142857,0.37280273437499994,0.3706709956709956,SET OF 6 SPICE TINS PANTRY DES..,JAM MAKING SET WITH JARS
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.1271571298819255,0.04268846503178928,0.029064486830154404,0.2285714285714286,5.354407294832828,1.0,0.02363634413764714,1.240959397181014,0.9317117585848076,0.20645161290322583,0.19417186229330444,0.4547112462006079,WHITE HANGING HEART T-LIGHT HO..,RED HANGING HEART T-LIGHT HOLD..
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04268846503178928,0.1271571298819255,0.029064486830154404,0.6808510638297872,5.354407294832827,1.0,0.02363634413764714,2.7349076597032997,0.8495018975332068,0.20645161290322583,0.6343569420151881,0.4547112462006079,RED HANGING HEART T-LIGHT HOLD..,WHITE HANGING HEART T-LIGHT HO..
frozenset({'HEART OF WICKER LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05267938237965486,0.1271571298819255,0.025431425976385105,0.4827586206896552,3.7965517241379314,1.0,0.018732866909035716,1.687496215561611,0.7775647171620327,0.16470588235294117,0.4074060784384083,0.3413793103448276,HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HO..
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.1271571298819255,0.05267938237965486,0.025431425976385105,0.2,3.7965517241379314,1.0,0.018732866909035716,1.1841507720254314,0.8439125910509886,0.16470588235294117,0.15551294343240654,0.3413793103448276,WHITE HANGING HEART T-LIGHT HO..,HEART OF WICKER LARGE
frozenset({'NATURAL SLATE HEART CHALKBOARD'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.07447774750227067,0.1271571298819255,0.022706630336058128,0.3048780487804878,2.3976480836236935,1.0,0.013236253723598643,1.2556686903453003,0.6298331697742885,0.1269035532994924,0.20361158346234867,0.24172473867595817,NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HO..
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'NATURAL SLATE HEART CHALKBOARD'}),0.1271571298819255,0.07447774750227067,0.022706630336058128,0.17857142857142858,2.3976480836236935,1.0,0.013236253723598643,1.1267227421711488,0.6678459937565036,0.1269035532994924,0.11247020888826581,0.24172473867595817,WHITE HANGING HEART T-LIGHT HO..,NATURAL SLATE HEART CHALKBOARD
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.1271571298819255,0.07811080835603997,0.02089009990917348,0.16428571428571428,2.1032392026578073,1.0,0.010957753705862312,1.1031152720526016,0.6009591458173099,0.11330049261083745,0.09347642505277974,0.21586378737541528,WHITE HANGING HEART T-LIGHT HO..,ASSORTED COLOUR BIRD ORNAMENT
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.07811080835603997,0.1271571298819255,0.02089009990917348,0.26744186046511625,2.1032392026578073,1.0,0.010957753705862312,1.191499790954832,0.5689869351038767,0.11330049261083745,0.16072163202090844,0.21586378737541528,ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HO..
